cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-17461,80.249238,21.840835,0.0378,27229,0.0052,23348,0.5638,16720,0.1908,valid,0.586,16067
GRID-17462,80.249528,21.840836,0.039,27170,0.0034,26824,0.5431,17878,0.1357,valid,0.5759,16906
GRID-17463,80.249818,21.840838,0.2479,6072,0.0087,13328,0.3619,24616,0.4707,valid,0.4049,24566
GRID-17464,80.250109,21.840839,0.0572,25894,0.0024,27492,0.6146,13282,0.1983,valid,0.6418,11349
GRID-17465,80.250399,21.84084,0.0713,24172,0.0027,27334,0.6398,11278,0.245,valid,0.6215,13132
GRID-17466,80.250689,21.840842,0.1088,17821,0.0048,24454,0.5772,15904,0.3004,valid,0.5575,18226
GRID-17467,80.250979,21.840843,0.4008,1929,0.019,5840,0.1997,26812,0.5842,valid,0.2364,26696
GRID-17468,80.25127,21.840844,0.3156,3748,0.0076,16181,0.2601,26173,0.4456,valid,0.3028,26120
GRID-17469,80.25156,21.840846,0.0962,20016,0.0079,15368,0.5206,19089,0.345,valid,0.5577,18216
GRID-17470,80.25185,21.840847,0.05,26550,0.0056,22268,0.5107,19562,0.1777,valid,0.5491,18780
GRID-17471,80.252141,21.840848,0.7487,104,0.9829,118,0.0142,27687,0.6644,valid,0.0135,27690
GRID-17472,80.252431,21.84085,0.4607,1246,0.0238,4971,0.2034,26777,0.6033,partial,0.2334,26717
GRID-17473,80.203954,21.840352,0.0766,23420,0.0028,27300,0.62,12863,0.2354,valid,0.6221,13076
GRID-17474,80.204244,21.840353,0.1088,17833,0.0047,24630,0.592,14926,0.3099,valid,0.5668,17589
GRID-17475,80.204535,21.840354,0.1725,10189,0.011,9794,0.5732,16116,0.5659,valid,0.6019,14790
GRID-17476,80.204825,21.840356,0.1178,16402,0.0074,16759,0.6583,9800,0.4834,valid,0.6972,6834
GRID-17477,80.205115,21.840357,0.1323,14312,0.0089,12995,0.6587,9773,0.5541,valid,0.6927,7182
GRID-17478,80.205406,21.840359,0.0533,26253,0.0041,25837,0.6234,12603,0.2221,valid,0.6062,14454
GRID-17479,80.205696,21.84036,0.1089,17799,0.0081,14623,0.6341,11748,0.4689,valid,0.5903,15735
GRID-17480,80.205986,21.840361,0.1017,19063,0.0046,24938,0.7421,4059,0.4221,valid,0.7391,4146
GRID-17481,80.206276,21.840363,0.1884,9095,0.0119,8916,0.6389,11357,0.6469,valid,0.6814,8023
GRID-17482,80.206567,21.840364,0.1254,15263,0.0058,21691,0.73,4741,0.4986,valid,0.6896,7413
GRID-17483,80.206857,21.840366,0.0889,21273,0.0079,15119,0.6512,10338,0.4381,valid,0.6115,14004
GRID-17484,80.207147,21.840367,0.0994,19447,0.0064,19628,0.7164,5620,0.4626,valid,0.6845,7788
GRID-17485,80.207438,21.840368,0.1134,17066,0.0054,22912,0.7416,4092,0.4701,valid,0.7211,5168
GRID-17486,80.207728,21.84037,0.0684,24585,0.0044,25360,0.7426,4027,0.351,valid,0.7193,5275
GRID-17487,80.208018,21.840371,0.1226,15617,0.005,23931,0.676,8481,0.4225,valid,0.6475,10840
GRID-17488,80.208308,21.840373,0.0902,21066,0.0036,26621,0.6637,9385,0.3137,valid,0.7092,5970
GRID-17489,80.208599,21.840374,0.08,22825,0.0045,25053,0.6024,14177,0.2538,valid,0.656,10142
GRID-17490,80.208889,21.840375,0.0718,24112,0.0066,19192,0.6701,8900,0.3723,valid,0.6873,7577
GRID-17491,80.209179,21.840377,0.1203,15985,0.0068,18471,0.6176,13049,0.4288,valid,0.5835,16286
GRID-17492,80.20947,21.840378,0.2502,5965,0.0075,16241,0.6217,12741,0.5798,valid,0.5791,16631
GRID-17493,80.20976,21.84038,0.1241,15434,0.0047,24652,0.6685,9023,0.4095,valid,0.6367,11782
GRID-17494,80.21005,21.840381,0.1717,10247,0.0043,25509,0.6051,13969,0.4021,valid,0.5654,17693
GRID-17495,80.21034,21.840382,0.1303,14571,0.0028,27295,0.6575,9869,0.3779,valid,0.6229,12992
GRID-17496,80.210631,21.840384,0.1378,13567,0.0034,26790,0.728,4852,0.4564,valid,0.6957,6956
GRID-17497,80.210921,21.840385,0.1494,12273,0.0035,26754,0.7111,5961,0.459,valid,0.6782,8297
GRID-17498,80.211211,21.840387,0.1677,10570,0.0045,24975,0.6941,7132,0.4868,valid,0.6586,9908
GRID-17499,80.211502,21.840388,0.0938,20401,0.0052,23240,0.6857,7744,0.3821,valid,0.6721,8797
GRID-17500,80.211792,21.840389,0.1116,17345,0.0062,20297,0.6899,7436,0.458,valid,0.6587,9896
GRID-17501,80.212082,21.840391,0.3721,2419,0.0102,10706,0.6067,13849,0.6757,valid,0.5408,19313
GRID-17502,80.212372,21.840392,0.3218,3563,0.0085,13838,0.6576,9866,0.6721,valid,0.593,15514
GRID-17503,80.212663,21.840393,0.1167,16559,0.0047,24694,0.6709,8853,0.3975,valid,0.6344,11986
GRID-17504,80.212953,21.840395,0.1457,12636,0.0053,23171,0.6325,11861,0.4268,valid,0.5984,15078
GRID-17505,80.213243,21.840396,0.2184,7368,0.0068,18463,0.7037,6478,0.6115,valid,0.6612,9666
GRID-17506,80.213534,21.840398,0.1639,10867,0.0067,18676,0.7536,3408,0.6038,valid,0.6997,6658
GRID-17507,80.213824,21.840399,0.1393,13405,0.0063,20053,0.7083,6195,0.5232,valid,0.6639,9459
GRID-17508,80.214114,21.8404,0.1509,12109,0.0059,21399,0.6568,9924,0.4777,valid,0.6108,14081
GRID-17509,80.214404,21.840402,0.2607,5547,0.0089,12905,0.682,8021,0.6817,valid,0.6262,12687
GRID-17510,80.214695,21.840403,0.1433,12948,0.0057,22016,0.7359,4417,0.5265,valid,0.7079,6067
GRID-17511,80.214985,21.840405,0.0857,21874,0.0044,25337,0.8398,772,0.423,valid,0.8325,914
GRID-17512,80.215275,21.840406,0.1105,17549,0.005,23863,0.798,1662,0.4821,valid,0.782,2188
GRID-17513,80.215566,21.840407,0.0618,25421,0.0053,22928,0.784,2085,0.3935,valid,0.7757,2391
GRID-17514,80.215856,21.840409,0.0842,22144,0.0047,24726,0.8138,1242,0.4215,valid,0.7892,1950
